
     ######################################################################
   ##########################################################################
  ###                                                                      ###
 ###            Tinker  ---  Software Tools for Molecular Design            ###
 ##                                                                          ##
 ##                      Version 8.10.2   February 2022                      ##
 ##                                                                          ##
 ##               Copyright (c)  Jay William Ponder  1990-2022               ##
 ###                           All Rights Reserved                          ###
  ###                                                                      ###
   ##########################################################################
     ######################################################################


 Number of Coordinate Frames :           401
 Number of Distance Bins :              2338

 Reading the Coordinates Archive File :

    Processing Coordinate Frame          100
    Processing Coordinate Frame          200
    Processing Coordinate Frame          300
    Processing Coordinate Frame          400
    Processing Coordinate Frame          401

 Pairwise Radial Distribution Function :

       First Name or Type :  1          Second Name or Type :  1     

     Bin         Counts       Distance       Raw g(r)    Smooth g(r)
      91              0         0.9050         0.0000         0.0000
      92              0         0.9150         0.0000         0.0000
      93              0         0.9250         0.0000         0.0000
      94              0         0.9350         0.0000         0.0000
      95              0         0.9450         0.0000         0.0000
      96              0         0.9550         0.0000         0.0000
      97              0         0.9650         0.0000         0.0000
      98              0         0.9750         0.0000         0.0000
      99              0         0.9850         0.0000         0.0000
     100              0         0.9950         0.0000         0.0000
     101              0         1.0050         0.0000         0.0000
     102              0         1.0150         0.0000         0.0000
     103              0         1.0250         0.0000         0.0000
     104              0         1.0350         0.0000         0.0000
     105              0         1.0450         0.0000         0.0000
     106              0         1.0550         0.0000         0.0000
     107              0         1.0650         0.0000         0.0000
     108              0         1.0750         0.0000         0.0000
     109              0         1.0850         0.0000         0.0000
     110              0         1.0950         0.0000         0.0000
     111              0         1.1050         0.0000         0.0000
     112              0         1.1150         0.0000         0.0000
     113              0         1.1250         0.0000         0.0000
     114              0         1.1350         0.0000         0.0000
     115              0         1.1450         0.0000         0.0000
     116              0         1.1550         0.0000         0.0000
     117              0         1.1650         0.0000         0.0000
     118              0         1.1750         0.0000         0.0000
     119              0         1.1850         0.0000         0.0000
     120              0         1.1950         0.0000         0.0000
     121              0         1.2050         0.0000         0.0000
     122              0         1.2150         0.0000         0.0000
     123              0         1.2250         0.0000         0.0000
     124              0         1.2350         0.0000         0.0000
     125              0         1.2450         0.0000         0.0000
     126              0         1.2550         0.0000         0.0000
     127              0         1.2650         0.0000         0.0000
     128              0         1.2750         0.0000         0.0000
     129              0         1.2850         0.0000         0.0000
     130              0         1.2950         0.0000         0.0000
     131              0         1.3050         0.0000         0.0000
     132              0         1.3150         0.0000         0.0000
     133              0         1.3250         0.0000         0.0000
     134              0         1.3350         0.0000         0.0000
     135              0         1.3450         0.0000         0.0000
     136              0         1.3550         0.0000         0.0000
     137              0         1.3650         0.0000         0.0000
     138              0         1.3750         0.0000         0.0000
     139              0         1.3850         0.0000         0.0000
     140              0         1.3950         0.0000         0.0000
     141              0         1.4050         0.0000         0.0000
     142              0         1.4150         0.0000         0.0000
     143              0         1.4250         0.0000         0.0000
     144              0         1.4350         0.0000         0.0000
     145              0         1.4450         0.0000         0.0000
     146              0         1.4550         0.0000         0.0000
     147              0         1.4650         0.0000         0.0000
     148              0         1.4750         0.0000         0.0000
     149              0         1.4850         0.0000         0.0000
     150              0         1.4950         0.0000         0.0000
     151              0         1.5050         0.0000         0.0000
     152              0         1.5150         0.0000         0.0000
     153              0         1.5250         0.0000         0.0000
     154              0         1.5350         0.0000         0.0000
     155              0         1.5450         0.0000         0.0000
     156              0         1.5550         0.0000         0.0000
     157              0         1.5650         0.0000         0.0000
     158              0         1.5750         0.0000         0.0000
     159              0         1.5850         0.0000         0.0000
     160              0         1.5950         0.0000         0.0000
     161              0         1.6050         0.0000         0.0000
     162              0         1.6150         0.0000         0.0000
     163              0         1.6250         0.0000         0.0000
     164              0         1.6350         0.0000         0.0000
     165              0         1.6450         0.0000         0.0000
     166              0         1.6550         0.0000         0.0000
     167              0         1.6650         0.0000         0.0000
     168              0         1.6750         0.0000         0.0000
     169              0         1.6850         0.0000         0.0000
     170              0         1.6950         0.0000         0.0000
     171              0         1.7050         0.0000         0.0000
     172              0         1.7150         0.0000         0.0000
     173              0         1.7250         0.0000         0.0000
     174              0         1.7350         0.0000         0.0000
     175              0         1.7450         0.0000         0.0000
     176              0         1.7550         0.0000         0.0000
     177              0         1.7650         0.0000         0.0000
     178              0         1.7750         0.0000         0.0000
     179              0         1.7850         0.0000         0.0000
     180              0         1.7950         0.0000         0.0000
     181              0         1.8050         0.0000         0.0000
     182              0         1.8150         0.0000         0.0000
     183              0         1.8250         0.0000         0.0000
     184              0         1.8350         0.0000         0.0000
     185              0         1.8450         0.0000         0.0000
     186              0         1.8550         0.0000         0.0000
     187              0         1.8650         0.0000         0.0000
     188              0         1.8750         0.0000         0.0000
     189              0         1.8850         0.0000         0.0000
     190              0         1.8950         0.0000         0.0000
     191              0         1.9050         0.0000         0.0000
     192              0         1.9150         0.0000         0.0000
     193              0         1.9250         0.0000         0.0000
     194              0         1.9350         0.0000         0.0000
     195              0         1.9450         0.0000         0.0000
     196              0         1.9550         0.0000         0.0000
     197              0         1.9650         0.0000         0.0000
     198              0         1.9750         0.0000         0.0000
     199              0         1.9850         0.0000         0.0000
     200              0         1.9950         0.0000         0.0000
     201              0         2.0050         0.0000         0.0000
     202              0         2.0150         0.0000         0.0000
     203              0         2.0250         0.0000         0.0000
     204              0         2.0350         0.0000         0.0000
     205              0         2.0450         0.0000         0.0000
     206              0         2.0550         0.0000         0.0000
     207              0         2.0650         0.0000         0.0000
     208              0         2.0750         0.0000         0.0000
     209              0         2.0850         0.0000         0.0000
     210              0         2.0950         0.0000         0.0000
     211              0         2.1050         0.0000         0.0000
     212              0         2.1150         0.0000         0.0000
     213              0         2.1250         0.0000         0.0000
     214              0         2.1350         0.0000         0.0000
     215              0         2.1450         0.0000         0.0000
     216              0         2.1550         0.0000         0.0000
     217              0         2.1650         0.0000         0.0000
     218              0         2.1750         0.0000         0.0000
     219              0         2.1850         0.0000         0.0000
     220              0         2.1950         0.0000         0.0000
     221              0         2.2050         0.0000         0.0000
     222              0         2.2150         0.0000         0.0000
     223              0         2.2250         0.0000         0.0000
     224              0         2.2350         0.0000         0.0000
     225              0         2.2450         0.0000         0.0000
     226              0         2.2550         0.0000         0.0000
     227              0         2.2650         0.0000         0.0000
     228              0         2.2750         0.0000         0.0000
     229              0         2.2850         0.0000         0.0000
     230              0         2.2950         0.0000         0.0000
     231              0         2.3050         0.0000         0.0000
     232              0         2.3150         0.0000         0.0000
     233              0         2.3250         0.0000         0.0000
     234              0         2.3350         0.0000         0.0000
     235              0         2.3450         0.0000         0.0000
     236              2         2.3550         0.0001         0.0000
     237              0         2.3650         0.0000         0.0000
     238              0         2.3750         0.0000         0.0000
     239              8         2.3850         0.0002         0.0001
     240              8         2.3950         0.0002         0.0003
     241             12         2.4050         0.0003         0.0002
     242             10         2.4150         0.0003         0.0004
     243             26         2.4250         0.0007         0.0006
     244             38         2.4350         0.0009         0.0011
     245             68         2.4450         0.0017         0.0014
     246             78         2.4550         0.0019         0.0021
     247            164         2.4650         0.0040         0.0042
     248            326         2.4750         0.0079         0.0074
     249            472         2.4850         0.0113         0.0117
     250            730         2.4950         0.0174         0.0169
     251           1064         2.5050         0.0251         0.0257
     252           1646         2.5150         0.0385         0.0377
     253           2332         2.5250         0.0541         0.0544
     254           3380         2.5350         0.0778         0.0785
     255           4920         2.5450         0.1124         0.1118
     256           6744         2.5550         0.1529         0.1524
     257           8978         2.5650         0.2020         0.2032
     258          12016         2.5750         0.2682         0.2670
     259          15630         2.5850         0.3462         0.3480
     260          20236         2.5950         0.4448         0.4427
     261          25308         2.6050         0.5520         0.5544
     262          31430         2.6150         0.6803         0.6778
     263          37874         2.6250         0.8135         0.8138
     264          45240         2.6350         0.9643         0.9676
     265          53976         2.6450         1.1419         1.1390
     266          62750         2.6550         1.3175         1.3168
     267          71794         2.6650         1.4961         1.4998
     268          81728         2.6750         1.6904         1.6853
     269          91078         2.6850         1.8698         1.8755
     270         101240         2.6950         2.0630         2.0583
     271         110334         2.7050         2.2317         2.2324
     272         119146         2.7150         2.3923         2.3961
     273         128112         2.7250         2.5534         2.5477
     274         135428         2.7350         2.6795         2.6838
     275         142666         2.7450         2.8022         2.8003
     276         148910         2.7550         2.9037         2.9061
     277         154386         2.7650         2.9887         2.9837
     278         157872         2.7750         3.0342         3.0379
     279         161184         2.7850         3.0757         3.0749
     280         163920         2.7950         3.1055         3.1093
     281         166168         2.8050         3.1257         3.1176
     282         165680         2.8150         3.0944         3.0993
     283         165268         2.8250         3.0649         3.0660
     284         164714         2.8350         3.0331         3.0318
     285         163122         2.8450         2.9827         2.9783
     286         160408         2.8550         2.9126         2.9246
     287         159354         2.8650         2.8733         2.8598
     288         154998         2.8750         2.7754         2.7813
     289         151080         2.8850         2.6865         2.6861
     290         147538         2.8950         2.6054         2.6093
     291         144586         2.9050         2.5357         2.5271
     292         139856         2.9150         2.4360         2.4456
     293         136756         2.9250         2.3657         2.3569
     294         132226         2.9350         2.2718         2.2815
     295         129130         2.9450         2.2036         2.1921
     296         123732         2.9550         2.0972         2.1059
     297         120156         2.9650         2.0229         2.0207
     298         116550         2.9750         1.9490         1.9466
     299         112552         2.9850         1.8695         1.8734
     300         109438         2.9950         1.8057         1.8024
     301         105752         3.0050         1.7333         1.7340
     302         102332         3.0150         1.6661         1.6673
     303          99514         3.0250         1.6095         1.6101
     304          96772         3.0350         1.5549         1.5488
     305          93128         3.0450         1.4865         1.4984
     306          92040         3.0550         1.4596         1.4462
     307          88276         3.0650         1.3908         1.4000
     308          86408         3.0750         1.3525         1.3479
     309          84176         3.0850         1.3090         1.3135
     310          82698         3.0950         1.2777         1.2702
     311          79682         3.1050         1.2232         1.2297
     312          78520         3.1150         1.1977         1.1976
     313          77694         3.1250         1.1775         1.1714
     314          75720         3.1350         1.1403         1.1507
     315          75848         3.1450         1.1349         1.1232
     316          73234         3.1550         1.0889         1.0956
     317          72164         3.1650         1.0662         1.0666
     318          71714         3.1750         1.0529         1.0500
     319          70582         3.1850         1.0298         1.0318
     320          69774         3.1950         1.0116         1.0090
     321          68650         3.2050         0.9891         0.9935
     322          68702         3.2150         0.9837         0.9802
     323          67896         3.2250         0.9662         0.9671
     324          67060         3.2350         0.9484         0.9475
     325          66278         3.2450         0.9316         0.9335
     326          66394         3.2550         0.9275         0.9273
     327          66616         3.2650         0.9249         0.9238
     328          66302         3.2750         0.9149         0.9139
     329          65680         3.2850         0.9008         0.9034
     330          65840         3.2950         0.8975         0.8964
     331          65674         3.3050         0.8899         0.8875
     332          65000         3.3150         0.8754         0.8806
     333          65666         3.3250         0.8791         0.8733
     334          65028         3.3350         0.8653         0.8694
     335          65438         3.3450         0.8656         0.8638
     336          65648         3.3550         0.8632         0.8638
     337          65948         3.3650         0.8620         0.8618
     338          66054         3.3750         0.8583         0.8568
     339          65842         3.3850         0.8505         0.8535
     340          66532         3.3950         0.8543         0.8519
     341          66550         3.4050         0.8495         0.8498
     342          66528         3.4150         0.8443         0.8449
     343          66828         3.4250         0.8432         0.8432
     344          67292         3.4350         0.8441         0.8441
     345          67712         3.4450         0.8444         0.8436
     346          67836         3.4550         0.8411         0.8421
     347          68210         3.4650         0.8408         0.8410
     348          68452         3.4750         0.8390         0.8364
     349          68012         3.4850         0.8288         0.8328
     350          68840         3.4950         0.8341         0.8310
     351          69086         3.5050         0.8323         0.8346
     352          69864         3.5150         0.8369         0.8343
     353          70036         3.5250         0.8342         0.8372
     354          71038         3.5350         0.8414         0.8389
     355          71338         3.5450         0.8401         0.8415
     356          71834         3.5550         0.8412         0.8406
     357          72138         3.5650         0.8401         0.8403
     358          72488         3.5750         0.8394         0.8394
     359          72930         3.5850         0.8398         0.8404
     360          73546         3.5950         0.8422         0.8414
     361          73832         3.6050         0.8408         0.8405
     362          74096         3.6150         0.8392         0.8404
     363          74934         3.6250         0.8440         0.8431
     364          75656         3.6350         0.8474         0.8474
     365          76424         3.6450         0.8513         0.8528
     366          77434         3.6550         0.8579         0.8550
     367          77312         3.6650         0.8519         0.8529
     368          77764         3.6750         0.8522         0.8556
     369          79410         3.6850         0.8655         0.8601
     370          79172         3.6950         0.8582         0.8609
     371          79718         3.7050         0.8595         0.8600
     372          80842         3.7150         0.8669         0.8672
     373          81840         3.7250         0.8729         0.8693
     374          81704         3.7350         0.8668         0.8738
     375          83422         3.7450         0.8803         0.8714
     376          82298         3.7550         0.8638         0.8704
     377          83514         3.7650         0.8720         0.8718
     378          85058         3.7750         0.8834         0.8793
     379          85034         3.7850         0.8785         0.8822
     380          86128         3.7950         0.8851         0.8830
     381          86824         3.8050         0.8876         0.8896
     382          87974         3.8150         0.8946         0.8920
     383          88062         3.8250         0.8908         0.8914
     384          88520         3.8350         0.8908         0.8937
     385          90132         3.8450         0.9023         0.8986
     386          90352         3.8550         0.8998         0.9010
     387          90942         3.8650         0.9010         0.9028
     388          92290         3.8750         0.9097         0.9063
     389          92672         3.8850         0.9087         0.9128
     390          94370         3.8950         0.9206         0.9174
     391          94866         3.9050         0.9207         0.9218
     392          95546         3.9150         0.9226         0.9234
     393          96486         3.9250         0.9269         0.9253
     394          96856         3.9350         0.9258         0.9277
     395          97882         3.9450         0.9308         0.9290
     396          98432         3.9550         0.9313         0.9337
     397          99650         3.9650         0.9381         0.9347
     398          99784         3.9750         0.9347         0.9385
     399         101356         3.9850         0.9446         0.9415
     400         102060         3.9950         0.9464         0.9484
     401         103468         4.0050         0.9547         0.9552
     402         104744         4.0150         0.9617         0.9577
     403         104360         4.0250         0.9534         0.9589
     404         105870         4.0350         0.9624         0.9568
     405         105756         4.0450         0.9566         0.9621
     406         107668         4.0550         0.9691         0.9653
     407         108232         4.0650         0.9694         0.9703
     408         108976         4.0750         0.9713         0.9724
     409         110248         4.0850         0.9778         0.9762
     410         110854         4.0950         0.9784         0.9789
     411         111664         4.1050         0.9807         0.9813
     412         112852         4.1150         0.9864         0.9862
     413         113874         4.1250         0.9905         0.9889
     414         114450         4.1350         0.9907         0.9942
     415         116468         4.1450         1.0033         0.9998
     416         117096         4.1550         1.0038         1.0061
     417         118160         4.1650         1.0081         1.0057
     418         118380         4.1750         1.0052         1.0083
     419         119796         4.1850         1.0123         1.0086
     420         120114         4.1950         1.0102         1.0150
     421         122144         4.2050         1.0224         1.0171
     422         122044         4.2150         1.0167         1.0208
     423         123350         4.2250         1.0227         1.0201
     424         123880         4.2350         1.0223         1.0232
     425         125056         4.2450         1.0271         1.0292
     426         126998         4.2550         1.0382         1.0340
     427         126824         4.2650         1.0319         1.0341
     428         127576         4.2750         1.0332         1.0342
     429         129208         4.2850         1.0415         1.0401
     430         130156         4.2950         1.0443         1.0443
     431         130856         4.3050         1.0450         1.0453
     432         131702         4.3150         1.0469         1.0472
     433         132586         4.3250         1.0490         1.0476
     434         132974         4.3350         1.0473         1.0493
     435         134500         4.3450         1.0544         1.0533
     436         135840         4.3550         1.0600         1.0610
     437         137302         4.3650         1.0665         1.0654
     438         137786         4.3750         1.0654         1.0653
     439         137846         4.3850         1.0610         1.0614
     440         138268         4.3950         1.0594         1.0591
     441         139216         4.4050         1.0619         1.0642
     442         141300         4.4150         1.0729         1.0686
     443         141448         4.4250         1.0691         1.0741
     444         143128         4.4350         1.0770         1.0707
     445         142234         4.4450         1.0654         1.0718
     446         144364         4.4550         1.0765         1.0726
     447         145188         4.4650         1.0778         1.0802
     448         146584         4.4750         1.0833         1.0805
     449         146650         4.4850         1.0790         1.0824
     450         148028         4.4950         1.0843         1.0807
     451         147970         4.5050         1.0791         1.0820
     452         149400         4.5150         1.0847         1.0842
     453         150558         4.5250         1.0883         1.0859
     454         150418         4.5350         1.0825         1.0862
     455         151778         4.5450         1.0874         1.0826
     456         151440         4.5550         1.0803         1.0872
     457         154080         4.5650         1.0943         1.0866
     458         153018         4.5750         1.0820         1.0871
     459         154212         4.5850         1.0857         1.0847
     460         155230         4.5950         1.0881         1.0867
     461         155320         4.6050         1.0840         1.0848
     462         156064         4.6150         1.0845         1.0862
     463         157710         4.6250         1.0912         1.0888
     464         157634         4.6350         1.0860         1.0854
     465         157286         4.6450         1.0789         1.0827
     466         159134         4.6550         1.0869         1.0823
     467         159172         4.6650         1.0825         1.0876
     468         161324         4.6750         1.0925         1.0874
     469         160756         4.6850         1.0840         1.0873
     470         161404         4.6950         1.0837         1.0815
     471         161426         4.7050         1.0793         1.0815
     472         162838         4.7150         1.0841         1.0831
     473         163760         4.7250         1.0856         1.0855
     474         164076         4.7350         1.0831         1.0820
     475         163942         4.7450         1.0777         1.0804
     476         165432         4.7550         1.0829         1.0806
     477         165816         4.7650         1.0809         1.0823
     478         166390         4.7750         1.0801         1.0781
     479         165838         4.7850         1.0720         1.0735
     480         166298         4.7950         1.0705         1.0702
     481         167164         4.8050         1.0716         1.0720
     482         168302         4.8150         1.0744         1.0735
     483         168778         4.8250         1.0730         1.0734
     484         169210         4.8350         1.0713         1.0711
     485         169470         4.8450         1.0685         1.0682
     486         169746         4.8550         1.0658         1.0669
     487         170738         4.8650         1.0677         1.0673
     488         171102         4.8750         1.0656         1.0624
     489         170160         4.8850         1.0553         1.0620
     490         173110         4.8950         1.0693         1.0637
     491         172568         4.9050         1.0616         1.0623
     492         171688         4.9150         1.0519         1.0539
     493         172350         4.9250         1.0516         1.0498
     494         172490         4.9350         1.0482         1.0506
     495         173590         4.9450         1.0507         1.0468
     496         172536         4.9550         1.0401         1.0442
     497         173748         4.9650         1.0432         1.0405
     498         173596         4.9750         1.0381         1.0384
     499         173546         4.9850         1.0336         1.0347
     500         174434         4.9950         1.0347         1.0340
     501         174904         5.0050         1.0334         1.0327
     502         175010         5.0150         1.0299         1.0326
     503         176202         5.0250         1.0328         1.0286
     504         174536         5.0350         1.0190         1.0215
     505         174384         5.0450         1.0140         1.0141
     506         175040         5.0550         1.0138         1.0130
     507         175638         5.0650         1.0133         1.0150
     508         176934         5.0750         1.0167         1.0141
     509         176250         5.0850         1.0088         1.0097
     510         176250         5.0950         1.0049         1.0072
     511         177746         5.1050         1.0094         1.0058
     512         176682         5.1150         0.9995         1.0008
     513         176418         5.1250         0.9941         0.9961
     514         177592         5.1350         0.9968         0.9931
     515         176666         5.1450         0.9878         0.9913
     516         177770         5.1550         0.9901         0.9882
     517         177750         5.1650         0.9861         0.9858
     518         177466         5.1750         0.9808         0.9829
     519         178548         5.1850         0.9829         0.9808
     520         178066         5.1950         0.9765         0.9764
     521         177540         5.2050         0.9699         0.9719
     522         178660         5.2150         0.9723         0.9706
     523         178918         5.2250         0.9700         0.9710
     524         179384         5.2350         0.9688         0.9677
     525         178974         5.2450         0.9629         0.9634
     526         178978         5.2550         0.9592         0.9596
     527         179512         5.2650         0.9584         0.9585
     528         179950         5.2750         0.9571         0.9558
     529         179570         5.2850         0.9515         0.9538
     530         180706         5.2950         0.9539         0.9529
     531         180740         5.3050         0.9505         0.9486
     532         179230         5.3150         0.9390         0.9416
     533         179972         5.3250         0.9394         0.9393
     534         181028         5.3350         0.9413         0.9396
     535         180562         5.3450         0.9354         0.9359
     536         180610         5.3550         0.9322         0.9344
     537         182070         5.3650         0.9362         0.9319
     538         180690         5.3750         0.9256         0.9297
     539         181986         5.3850         0.9288         0.9272
     540         182328         5.3950         0.9271         0.9258
     541         181688         5.4050         0.9205         0.9234
     542         183214         5.4150         0.9248         0.9215
     543         183178         5.4250         0.9212         0.9257
     544         185452         5.4350         0.9292         0.9232
     545         183452         5.4450         0.9158         0.9203
     546         184616         5.4550         0.9182         0.9185
     547         185850         5.4650         0.9210         0.9161
     548         183462         5.4750         0.9058         0.9113
     549         185292         5.4850         0.9115         0.9090
     550         186206         5.4950         0.9127         0.9130
     551         186962         5.5050         0.9131         0.9126
     552         187536         5.5150         0.9126         0.9145
     553         189012         5.5250         0.9164         0.9127
     554         187786         5.5350         0.9072         0.9112
     555         189284         5.5450         0.9111         0.9089
     556         189342         5.5550         0.9081         0.9078
     557         189224         5.5650         0.9043         0.9066
     558         190970         5.5750         0.9094         0.9065
     559         190956         5.5850         0.9061         0.9086
     560         192586         5.5950         0.9105         0.9089
     561         192906         5.6050         0.9088         0.9086
     562         192848         5.6150         0.9053         0.9059
     563         193782         5.6250         0.9064         0.9074
     564         195548         5.6350         0.9115         0.9095
     565         195562         5.6450         0.9083         0.9092
     566         196052         5.6550         0.9073         0.9073
     567         197030         5.6650         0.9087         0.9094
     568         198564         5.6750         0.9125         0.9108
     569         198808         5.6850         0.9104         0.9125
     570         200142         5.6950         0.9133         0.9105
     571         199606         5.7050         0.9077         0.9107
     572         201390         5.7150         0.9126         0.9104
     573         201890         5.7250         0.9117         0.9126
     574         203218         5.7350         0.9145         0.9159
     575         205176         5.7450         0.9201         0.9155
     576         203712         5.7550         0.9103         0.9161
     577         206616         5.7650         0.9201         0.9156
     578         206598         5.7750         0.9168         0.9193
     579         208226         5.7850         0.9209         0.9207
     580         209688         5.7950         0.9241         0.9226
     581         209694         5.8050         0.9210         0.9227
     582         211006         5.8150         0.9236         0.9226
     583         211946         5.8250         0.9245         0.9249
     584         213272         5.8350         0.9271         0.9270
     585         214608         5.8450         0.9297         0.9300
     586         215748         5.8550         0.9315         0.9299
     587         215608         5.8650         0.9277         0.9298
     588         217434         5.8750         0.9324         0.9311
     589         218678         5.8850         0.9345         0.9351
     590         220080         5.8950         0.9373         0.9364
     591         220820         5.9050         0.9373         0.9391
     592         222680         5.9150         0.9420         0.9390
     593         222548         5.9250         0.9382         0.9425
     594         225440         5.9350         0.9472         0.9421
     595         224526         5.9450         0.9402         0.9454
     596         227348         5.9550         0.9488         0.9448
     597         227048         5.9650         0.9444         0.9460
     598         228200         5.9750         0.9460         0.9477
     599         230970         5.9850         0.9543         0.9510
     600         230924         5.9950         0.9510         0.9540
     601         232912         6.0050         0.9559         0.9535
     602         233132         6.0150         0.9537         0.9550
     603         234742         6.0250         0.9571         0.9578
     604         237102         6.0350         0.9635         0.9621
     605         237520         6.0450         0.9620         0.9618
     606         237232         6.0550         0.9577         0.9579
     607         238166         6.0650         0.9583         0.9606
     608         241688         6.0750         0.9692         0.9661
     609         242424         6.0850         0.9690         0.9710
     610         244264         6.0950         0.9732         0.9726
     611         245190         6.1050         0.9736         0.9719
     612         244636         6.1150         0.9683         0.9711
     613         247114         6.1250         0.9749         0.9733
     614         248740         6.1350         0.9781         0.9788
     615         250274         6.1450         0.9809         0.9794
     616         250544         6.1550         0.9788         0.9814
     617         253004         6.1650         0.9852         0.9825
     618         253390         6.1750         0.9835         0.9858
     619         255408         6.1850         0.9882         0.9863
     620         255994         6.1950         0.9872         0.9890
     621         257686         6.2050         0.9905         0.9885
     622         257546         6.2150         0.9868         0.9877
     623         258828         6.2250         0.9886         0.9899
     624         262102         6.2350         0.9979         0.9967
     625         263874         6.2450         1.0014         1.0005
     626         264104         6.2550         0.9991         1.0006
     627         265378         6.2650         1.0007         0.9993
     628         265658         6.2750         0.9985         0.9995
     629         267128         6.2850         1.0009         1.0008
     630         268968         6.2950         1.0046         1.0042
     631         270410         6.3050         1.0067         1.0072
     632         271890         6.3150         1.0091         1.0083
     633         272572         6.3250         1.0084         1.0091
     634         273888         6.3350         1.0101         1.0100
     635         275102         6.3450         1.0113         1.0103
     636         275714         6.3550         1.0104         1.0125
     637         278530         6.3650         1.0175         1.0159
     638         279530         6.3750         1.0180         1.0174
     639         279850         6.3850         1.0159         1.0181
     640         282538         6.3950         1.0225         1.0209
     641         283832         6.4050         1.0240         1.0242
     642         285034         6.4150         1.0251         1.0257
     643         286662         6.4250         1.0278         1.0267
