
     ######################################################################
   ##########################################################################
  ###                                                                      ###
 ###            Tinker  ---  Software Tools for Molecular Design            ###
 ##                                                                          ##
 ##                      Version 8.10.2   February 2022                      ##
 ##                                                                          ##
 ##               Copyright (c)  Jay William Ponder  1990-2022               ##
 ###                           All Rights Reserved                          ###
  ###                                                                      ###
   ##########################################################################
     ######################################################################


 Number of Coordinate Frames :           401
 Number of Distance Bins :              2338

 Reading the Coordinates Archive File :

    Processing Coordinate Frame          100
    Processing Coordinate Frame          200
    Processing Coordinate Frame          300
    Processing Coordinate Frame          400
    Processing Coordinate Frame          401

 Pairwise Radial Distribution Function :

       First Name or Type :  77         Second Name or Type :  77    

     Bin         Counts       Distance       Raw g(r)    Smooth g(r)
      91              0         0.9050         0.0000         0.0000
      92              0         0.9150         0.0000         0.0000
      93              0         0.9250         0.0000         0.0000
      94              0         0.9350         0.0000         0.0000
      95              0         0.9450         0.0000         0.0000
      96              0         0.9550         0.0000         0.0000
      97              0         0.9650         0.0000         0.0000
      98              0         0.9750         0.0000         0.0000
      99              0         0.9850         0.0000         0.0000
     100              0         0.9950         0.0000         0.0000
     101              0         1.0050         0.0000         0.0000
     102              0         1.0150         0.0000         0.0000
     103              0         1.0250         0.0000         0.0000
     104              0         1.0350         0.0000         0.0000
     105              0         1.0450         0.0000         0.0000
     106              0         1.0550         0.0000         0.0000
     107              0         1.0650         0.0000         0.0000
     108              0         1.0750         0.0000         0.0000
     109              0         1.0850         0.0000         0.0000
     110              0         1.0950         0.0000         0.0000
     111              0         1.1050         0.0000         0.0000
     112              0         1.1150         0.0000         0.0000
     113              0         1.1250         0.0000         0.0000
     114              0         1.1350         0.0000         0.0000
     115              0         1.1450         0.0000         0.0000
     116              0         1.1550         0.0000         0.0000
     117              0         1.1650         0.0000         0.0000
     118              0         1.1750         0.0000         0.0000
     119              0         1.1850         0.0000         0.0000
     120              0         1.1950         0.0000         0.0000
     121              0         1.2050         0.0000         0.0000
     122              0         1.2150         0.0000         0.0000
     123              0         1.2250         0.0000         0.0000
     124              0         1.2350         0.0000         0.0000
     125              0         1.2450         0.0000         0.0000
     126              0         1.2550         0.0000         0.0000
     127              0         1.2650         0.0000         0.0000
     128              0         1.2750         0.0000         0.0000
     129              0         1.2850         0.0000         0.0000
     130              0         1.2950         0.0000         0.0000
     131              2         1.3050         0.0000         0.0000
     132              2         1.3150         0.0000         0.0000
     133              0         1.3250         0.0000         0.0000
     134              0         1.3350         0.0000         0.0000
     135              0         1.3450         0.0000         0.0000
     136              0         1.3550         0.0000         0.0000
     137              6         1.3650         0.0001         0.0000
     138              2         1.3750         0.0000         0.0001
     139             14         1.3850         0.0003         0.0002
     140             14         1.3950         0.0003         0.0002
     141              2         1.4050         0.0000         0.0001
     142             12         1.4150         0.0002         0.0002
     143             22         1.4250         0.0004         0.0003
     144             16         1.4350         0.0003         0.0004
     145             38         1.4450         0.0007         0.0005
     146             38         1.4550         0.0007         0.0008
     147             64         1.4650         0.0011         0.0010
     148             74         1.4750         0.0013         0.0015
     149            122         1.4850         0.0020         0.0018
     150            124         1.4950         0.0021         0.0021
     151            146         1.5050         0.0024         0.0025
     152            202         1.5150         0.0033         0.0033
     153            250         1.5250         0.0040         0.0035
     154            206         1.5350         0.0032         0.0038
     155            312         1.5450         0.0048         0.0045
     156            388         1.5550         0.0059         0.0060
     157            490         1.5650         0.0074         0.0073
     158            592         1.5750         0.0088         0.0092
     159            782         1.5850         0.0115         0.0109
     160            838         1.5950         0.0122         0.0127
     161           1018         1.6050         0.0146         0.0144
     162           1204         1.6150         0.0171         0.0173
     163           1482         1.6250         0.0208         0.0204
     164           1722         1.6350         0.0238         0.0241
     165           2072         1.6450         0.0283         0.0283
     166           2440         1.6550         0.0330         0.0324
     167           2734         1.6650         0.0365         0.0374
     168           3332         1.6750         0.0439         0.0435
     169           3788         1.6850         0.0494         0.0486
     170           4070         1.6950         0.0524         0.0538
     171           4828         1.7050         0.0615         0.0606
     172           5458         1.7150         0.0687         0.0686
     173           6132         1.7250         0.0762         0.0767
     174           7048         1.7350         0.0866         0.0865
     175           8020         1.7450         0.0975         0.0972
     176           8980         1.7550         0.1079         0.1083
     177          10092         1.7650         0.1199         0.1190
     178          11074         1.7750         0.1301         0.1312
     179          12488         1.7850         0.1450         0.1444
     180          13804         1.7950         0.1585         0.1581
     181          15084         1.8050         0.1713         0.1724
     182          16830         1.8150         0.1890         0.1877
     183          18432         1.8250         0.2048         0.2067
     184          20666         1.8350         0.2271         0.2249
     185          22270         1.8450         0.2421         0.2435
     186          24306         1.8550         0.2614         0.2607
     187          26334         1.8650         0.2801         0.2804
     188          28606         1.8750         0.3011         0.3011
     189          31074         1.8850         0.3236         0.3238
     190          33672         1.8950         0.3469         0.3462
     191          36052         1.9050         0.3676         0.3679
     192          38702         1.9150         0.3905         0.3908
     193          41742         1.9250         0.4168         0.4171
     194          44976         1.9350         0.4445         0.4439
     195          47878         1.9450         0.4683         0.4679
     196          50562         1.9550         0.4895         0.4900
     197          53654         1.9650         0.5141         0.5142
     198          57162         1.9750         0.5422         0.5422
     199          60998         1.9850         0.5728         0.5739
     200          65052         1.9950         0.6048         0.6014
     201          67800         2.0050         0.6240         0.6279
     202          71934         2.0150         0.6555         0.6526
     203          75302         2.0250         0.6795         0.6823
     204          79548         2.0350         0.7107         0.7069
     205          82576         2.0450         0.7306         0.7340
     206          87258         2.0550         0.7645         0.7646
     207          92016         2.0650         0.7984         0.7951
     208          95082         2.0750         0.8171         0.8201
     209          99166         2.0850         0.8440         0.8425
     210         102928         2.0950         0.8677         0.8687
     211         107124         2.1050         0.8945         0.8936
     212         111192         2.1150         0.9197         0.9220
     213         115836         2.1250         0.9491         0.9446
     214         118516         2.1350         0.9620         0.9661
     215         123224         2.1450         0.9909         0.9909
     216         128076         2.1550         1.0204         1.0170
     217         131168         2.1650         1.0354         1.0385
     218         135670         2.1750         1.0611         1.0615
     219         140216         2.1850         1.0867         1.0829
     220         142796         2.1950         1.0966         1.1008
     221         147154         2.2050         1.1199         1.1173
     222         150622         2.2150         1.1359         1.1362
     223         154454         2.2250         1.1544         1.1567
     224         159522         2.2350         1.1816         1.1794
     225         163050         2.2450         1.1970         1.1968
     226         165768         2.2550         1.2062         1.2067
     227         168804         2.2650         1.2175         1.2184
     228         172544         2.2750         1.2335         1.2327
     229         175870         2.2850         1.2463         1.2468
     230         178984         2.2950         1.2574         1.2560
     231         181324         2.3050         1.2628         1.2645
     232         184632         2.3150         1.2747         1.2746
     233         187752         2.3250         1.2851         1.2842
     234         189718         2.3350         1.2875         1.2860
     235         191092         2.3450         1.2858         1.2902
     236         195044         2.3550         1.3012         1.2977
     237         196970         2.3650         1.3030         1.3041
     238         198496         2.3750         1.3021         1.3005
     239         199362         2.3850         1.2968         1.3001
     240         202146         2.3950         1.3040         1.3015
     241         203580         2.4050         1.3023         1.3025
     242         204750         2.4150         1.2990         1.3004
     243         206450         2.4250         1.2990         1.2970
     244         206898         2.4350         1.2911         1.2931
     245         208032         2.4450         1.2876         1.2854
     246         208162         2.4550         1.2779         1.2809
     247         209702         2.4650         1.2770         1.2742
     248         209400         2.4750         1.2648         1.2660
     249         209284         2.4850         1.2540         1.2538
     250         209146         2.4950         1.2431         1.2431
     251         209114         2.5050         1.2330         1.2334
     252         209376         2.5150         1.2248         1.2247
     253         209388         2.5250         1.2152         1.2151
     254         208658         2.5350         1.2014         1.2000
     255         206754         2.5450         1.1811         1.1837
     256         206070         2.5550         1.1680         1.1652
     257         203758         2.5650         1.1459         1.1470
     258         202744         2.5750         1.1314         1.1336
     259         203772         2.5850         1.1283         1.1265
     260         202838         2.5950         1.1145         1.1126
     261         199694         2.6050         1.0888         1.0910
     262         198228         2.6150         1.0726         1.0736
     263         197736         2.6250         1.0618         1.0587
     264         195292         2.6350         1.0407         1.0443
     265         194692         2.6450         1.0297         1.0265
     266         191852         2.6550         1.0070         1.0077
     267         189796         2.6650         0.9888         0.9914
     268         190038         2.6750         0.9827         0.9802
     269         188248         2.6850         0.9662         0.9655
     270         185590         2.6950         0.9455         0.9477
     271         184886         2.7050         0.9349         0.9342
     272         183882         2.7150         0.9230         0.9222
     273         181956         2.7250         0.9067         0.9070
     274         180374         2.7350         0.8922         0.8935
     275         179598         2.7450         0.8819         0.8796
     276         177060         2.7550         0.8631         0.8639
     277         175608         2.7650         0.8499         0.8521
     278         176296         2.7750         0.8471         0.8441
     279         174826         2.7850         0.8340         0.8357
     280         174142         2.7950         0.8248         0.8241
     281         173162         2.8050         0.8143         0.8149
     282         172542         2.8150         0.8056         0.8048
     283         171440         2.8250         0.7948         0.7958
     284         171168         2.8350         0.7880         0.7871
     285         170620         2.8450         0.7800         0.7809
     286         170950         2.8550         0.7760         0.7751
     287         170872         2.8650         0.7702         0.7713
     288         171444         2.8750         0.7675         0.7659
     289         170914         2.8850         0.7598         0.7610
     290         171548         2.8950         0.7573         0.7576
     291         172396         2.9050         0.7559         0.7542
     292         171824         2.9150         0.7482         0.7496
     293         172592         2.9250         0.7464         0.7459
     294         173598         2.9350         0.7457         0.7464
     295         175114         2.9450         0.7471         0.7459
     296         175452         2.9550         0.7434         0.7438
     297         175988         2.9650         0.7407         0.7411
     298         177136         2.9750         0.7405         0.7403
     299         178320         2.9850         0.7405         0.7405
     300         179628         2.9950         0.7409         0.7412
     301         181198         3.0050         0.7425         0.7423
     302         182510         3.0150         0.7429         0.7420
     303         183622         3.0250         0.7425         0.7453
     304         187088         3.0350         0.7515         0.7474
     305         187148         3.0450         0.7468         0.7503
     306         189878         3.0550         0.7528         0.7506
     307         191292         3.0650         0.7534         0.7545
     308         193848         3.0750         0.7585         0.7590
     309         196720         3.0850         0.7648         0.7628
     310         197776         3.0950         0.7639         0.7666
     311         200824         3.1050         0.7707         0.7677
     312         201488         3.1150         0.7683         0.7707
     313         204672         3.1250         0.7755         0.7750
     314         207964         3.1350         0.7829         0.7824
     315         210252         3.1450         0.7865         0.7862
     316         212134         3.1550         0.7885         0.7895
     317         215060         3.1650         0.7944         0.7933
     318         217382         3.1750         0.7979         0.7993
     319         220962         3.1850         0.8059         0.8046
     320         223178         3.1950         0.8089         0.8092
     321         225618         3.2050         0.8127         0.8134
     322         229030         3.2150         0.8199         0.8189
     323         231820         3.2250         0.8247         0.8256
     324         235420         3.2350         0.8323         0.8319
     325         238476         3.2450         0.8380         0.8375
     326         241000         3.2550         0.8416         0.8427
     327         244506         3.2650         0.8487         0.8470
     328         246850         3.2750         0.8516         0.8535
     329         251324         3.2850         0.8617         0.8602
     330         254594         3.2950         0.8677         0.8688
     331         258526         3.3050         0.8757         0.8744
     332         260998         3.3150         0.8788         0.8799
     333         264556         3.3250         0.8854         0.8853
     334         267938         3.3350         0.8914         0.8904
     335         270382         3.3450         0.8941         0.8957
     336         274632         3.3550         0.9028         0.9011
     337         277698         3.3650         0.9074         0.9092
     338         282590         3.3750         0.9179         0.9164
     339         285950         3.3850         0.9234         0.9240
     340         289816         3.3950         0.9304         0.9301
     341         294044         3.4050         0.9384         0.9401
     342         299402         3.4150         0.9499         0.9465
     343         300508         3.4250         0.9479         0.9504
     344         304564         3.4350         0.9551         0.9552
     345         309512         3.4450         0.9650         0.9632
     346         312700         3.4550         0.9693         0.9714
     347         317944         3.4650         0.9798         0.9781
     348         321102         3.4750         0.9839         0.9843
     349         324434         3.4850         0.9884         0.9886
     350         328572         3.4950         0.9953         0.9959
     351         333516         3.5050         1.0045         1.0032
     352         336676         3.5150         1.0083         1.0086
     353         340400         3.5250         1.0136         1.0147
     354         345876         3.5350         1.0241         1.0230
     355         349910         3.5450         1.0302         1.0309
     356         353878         3.5550         1.0361         1.0345
     357         356538         3.5650         1.0380         1.0413
     358         362938         3.5750         1.0507         1.0466
     359         364928         3.5850         1.0506         1.0543
     360         370928         3.5950         1.0619         1.0597
     361         374282         3.6050         1.0656         1.0660
     362         377576         3.6150         1.0690         1.0695
     363         381674         3.6250         1.0747         1.0740
     364         385598         3.6350         1.0798         1.0816
     365         391306         3.6450         1.0898         1.0867
     366         393212         3.6550         1.0891         1.0923
     367         398640         3.6650         1.0981         1.0961
     368         401552         3.6750         1.1001         1.1004
     369         404378         3.6850         1.1018         1.1022
     370         408432         3.6950         1.1069         1.1076
     371         413596         3.7050         1.1148         1.1139
     372         416764         3.7150         1.1173         1.1168
     373         418816         3.7250         1.1168         1.1178
     374         422978         3.7350         1.1219         1.1224
     375         427982         3.7450         1.1291         1.1277
     376         430316         3.7550         1.1292         1.1296
     377         432602         3.7650         1.1292         1.1291
     378         435964         3.7750         1.1319         1.1338
     379         441788         3.7850         1.1410         1.1380
     380         443272         3.7950         1.1388         1.1412
     381         447012         3.8050         1.1424         1.1408
     382         448962         3.8150         1.1414         1.1422
     383         452474         3.8250         1.1443         1.1451
     384         457012         3.8350         1.1498         1.1478
     385         458496         3.8450         1.1475         1.1495
     386         462020         3.8550         1.1503         1.1488
     387         463572         3.8650         1.1482         1.1493
     388         466210         3.8750         1.1488         1.1478
     389         467808         3.8850         1.1468         1.1479
     390         470996         3.8950         1.1487         1.1480
     391         473090         3.9050         1.1479         1.1478
     392         474976         3.9150         1.1466         1.1474
     393         477906         3.9250         1.1478         1.1473
     394         479384         3.9350         1.1455         1.1443
     395         479444         3.9450         1.1399         1.1427
     396         483952         3.9550         1.1448         1.1424
     397         484894         3.9650         1.1412         1.1416
     398         486004         3.9750         1.1381         1.1393
     399         489022         3.9850         1.1394         1.1381
     400         489582         3.9950         1.1350         1.1354
     401         490022         4.0050         1.1304         1.1303
     402         490588         4.0150         1.1260         1.1261
     403         491934         4.0250         1.1235         1.1241
     404         494372         4.0350         1.1235         1.1232
     405         495514         4.0450         1.1205         1.1191
     406         494382         4.0550         1.1125         1.1149
     407         497644         4.0650         1.1143         1.1134
     408         499536         4.0750         1.1131         1.1118
     409         498848         4.0850         1.1061         1.1081
     410         501024         4.0950         1.1055         1.1042
     411         500950         4.1050         1.1000         1.0999
     412         500244         4.1150         1.0931         1.0935
     413         501022         4.1250         1.0895         1.0900
     414         502910         4.1350         1.0883         1.0865
     415         502544         4.1450         1.0823         1.0851
     416         506150         4.1550         1.0848         1.0817
     417         504378         4.1650         1.0758         1.0773
     418         504834         4.1750         1.0716         1.0722
     419         507228         4.1850         1.0716         1.0705
     420         508188         4.1950         1.0685         1.0693
     421         509962         4.2050         1.0671         1.0660
     422         510162         4.2150         1.0625         1.0636
     423         512402         4.2250         1.0621         1.0621
     424         514272         4.2350         1.0609         1.0595
     425         513376         4.2450         1.0541         1.0561
     426         515320         4.2550         1.0531         1.0515
     427         514634         4.2650         1.0468         1.0473
     428         515480         4.2750         1.0436         1.0449
     429         519156         4.2850         1.0462         1.0440
     430         519454         4.2950         1.0419         1.0437
     431         522534         4.3050         1.0432         1.0419
     432         524034         4.3150         1.0414         1.0427
     433         527096         4.3250         1.0426         1.0408
     434         526948         4.3350         1.0375         1.0395
     435         529738         4.3450         1.0382         1.0363
     436         530058         4.3550         1.0341         1.0362
     437         533844         4.3650         1.0367         1.0351
     438         534542         4.3750         1.0333         1.0334
     439         535152         4.3850         1.0298         1.0306
     440         538214         4.3950         1.0310         1.0306
     441         541048         4.4050         1.0317         1.0318
     442         543172         4.4150         1.0311         1.0297
     443         543450         4.4250         1.0269         1.0296
     444         549004         4.4350         1.0328         1.0306
     445         550676         4.4450         1.0312         1.0322
     446         552584         4.4550         1.0302         1.0291
     447         552826         4.4650         1.0260         1.0277
     448         556266         4.4750         1.0278         1.0258
     449         556864         4.4850         1.0243         1.0266
     450         561156         4.4950         1.0276         1.0256
     451         561300         4.5050         1.0233         1.0240
     452         562564         4.5150         1.0211         1.0214
     453         566024         4.5250         1.0228         1.0233
     454         570490         4.5350         1.0264         1.0249
     455         571578         4.5450         1.0238         1.0250
     456         574636         4.5550         1.0248         1.0245
     457         576930         4.5650         1.0244         1.0233
     458         577240         4.5750         1.0204         1.0221
     459         581368         4.5850         1.0232         1.0224
     460         584072         4.5950         1.0235         1.0231
     461         585444         4.6050         1.0215         1.0225
     462         588616         4.6150         1.0226         1.0214
     463         589688         4.6250         1.0200         1.0212
     464         592774         4.6350         1.0209         1.0200
     465         594146         4.6450         1.0189         1.0195
     466         596650         4.6550         1.0188         1.0187
     467         599264         4.6650         1.0189         1.0189
     468         601856         4.6750         1.0189         1.0188
     469         604144         4.6850         1.0184         1.0187
     470         606936         4.6950         1.0188         1.0184
     471         608946         4.7050         1.0178         1.0180
     472         611182         4.7150         1.0172         1.0171
     473         613216         4.7250         1.0163         1.0162
     474         615372         4.7350         1.0156         1.0163
     475         618898         4.7450         1.0171         1.0162
     476         619782         4.7550         1.0143         1.0143
     477         620324         4.7650         1.0109         1.0112
     478         622752         4.7750         1.0106         1.0113
     479         626816         4.7850         1.0129         1.0117
     480         627376         4.7950         1.0096         1.0096
     481         627978         4.8050         1.0064         1.0081
     482         632704         4.8150         1.0098         1.0077
     483         633486         4.8250         1.0068         1.0086
     484         637458         4.8350         1.0089         1.0077
     485         638826         4.8450         1.0069         1.0076
     486         640742         4.8550         1.0058         1.0051
     487         641366         4.8650         1.0026         1.0031
     488         644394         4.8750         1.0033         1.0044
     489         650074         4.8850         1.0080         1.0059
     490         650022         4.8950         1.0038         1.0047
     491         651188         4.9050         1.0015         1.0018
     492         653402         4.9150         1.0008         1.0002
     493         654114         4.9250         0.9978         0.9978
     494         655104         4.9350         0.9953         0.9958
     495         658224         4.9450         0.9960         0.9960
     496         661006         4.9550         0.9962         0.9945
     497         660492         4.9650         0.9914         0.9946
     498         666376         4.9750         0.9962         0.9923
     499         663408         4.9850         0.9878         0.9908
     500         667054         4.9950         0.9892         0.9882
     501         669130         5.0050         0.9883         0.9878
     502         669432         5.0150         0.9849         0.9857
     503         672464         5.0250         0.9854         0.9854
     504         675764         5.0350         0.9863         0.9857
     505         676842         5.0450         0.9840         0.9839
     506         677754         5.0550         0.9814         0.9822
     507         680854         5.0650         0.9820         0.9809
     508         681692         5.0750         0.9793         0.9799
     509         684252         5.0850         0.9791         0.9798
     510         687904         5.0950         0.9805         0.9788
     511         686772         5.1050         0.9751         0.9763
     512         689268         5.1150         0.9748         0.9750
     513         693492         5.1250         0.9769         0.9765
     514         695290         5.1350         0.9756         0.9746
     515         693982         5.1450         0.9700         0.9717
     516         697338         5.1550         0.9709         0.9697
     517         699136         5.1650         0.9697         0.9711
     518         703738         5.1750         0.9723         0.9701
     519         703246         5.1850         0.9679         0.9701
     520         708164         5.1950         0.9709         0.9698
     521         709948         5.2050         0.9696         0.9689
     522         709134         5.2150         0.9648         0.9663
     523         712732         5.2250         0.9660         0.9651
     524         715060         5.2350         0.9654         0.9656
     525         717988         5.2450         0.9657         0.9662
     526         721914         5.2550         0.9673         0.9661
     527         722422         5.2650         0.9643         0.9650
     528         725004         5.2750         0.9641         0.9643
     529         728496         5.2850         0.9650         0.9640
     530         729326         5.2950         0.9625         0.9635
     531         732706         5.3050         0.9633         0.9629
     532         734884         5.3150         0.9625         0.9619
     533         736154         5.3250         0.9606         0.9624
     534         742458         5.3350         0.9652         0.9632
     535         743428         5.3450         0.9628         0.9643
     536         746210         5.3550         0.9628         0.9612
     537         744910         5.3650         0.9576         0.9590
     538         748670         5.3750         0.9588         0.9588
     539         753890         5.3850         0.9619         0.9616
     540         757248         5.3950         0.9626         0.9623
     541         758708         5.4050         0.9609         0.9612
     542         761240         5.4150         0.9606         0.9611
     543         765582         5.4250         0.9625         0.9619
     544         767934         5.4350         0.9619         0.9618
     545         769824         5.4450         0.9607         0.9615
     546         774152         5.4550         0.9626         0.9622
     547         777110         5.4650         0.9627         0.9621
     548         778532         5.4750         0.9610         0.9627
     549         784148         5.4850         0.9644         0.9621
     550         783668         5.4950         0.9603         0.9623
     551         788470         5.5050         0.9627         0.9615
     552         791186         5.5150         0.9625         0.9634
     553         795970         5.5250         0.9648         0.9640
     554         798232         5.5350         0.9641         0.9644
     555         801370         5.5450         0.9644         0.9646
     556         805452         5.5550         0.9658         0.9650
     557         807880         5.5650         0.9652         0.9666
     558         813956         5.5750         0.9690         0.9673
     559         814974         5.5850         0.9667         0.9680
     560         818886         5.5950         0.9679         0.9669
     561         820772         5.6050         0.9667         0.9677
     562         825318         5.6150         0.9686         0.9674
     563         827262         5.6250         0.9674         0.9685
     564         832836         5.6350         0.9705         0.9700
     565         837580         5.6450         0.9725         0.9729
     566         841828         5.6550         0.9740         0.9731
     567         842546         5.6650         0.9714         0.9722
     568         846164         5.6750         0.9721         0.9724
     569         850996         5.6850         0.9743         0.9732
     570         852572         5.6950         0.9726         0.9736
     571         857066         5.7050         0.9743         0.9739
     572         860850         5.7150         0.9752         0.9750
     573         864556         5.7250         0.9760         0.9768
     574         870706         5.7350         0.9795         0.9789
     575         873960         5.7450         0.9798         0.9794
     576         875070         5.7550         0.9776         0.9780
     577         878182         5.7650         0.9777         0.9780
     578         883720         5.7750         0.9804         0.9802
     579         888238         5.7850         0.9820         0.9815
     580         891204         5.7950         0.9819         0.9831
     581         897936         5.8050         0.9859         0.9849
     582         900954         5.8150         0.9859         0.9861
     583         903584         5.8250         0.9853         0.9855
     584         906588         5.8350         0.9852         0.9848
     585         908654         5.8450         0.9841         0.9848
     586         913238         5.8550         0.9857         0.9851
     587         916646         5.8650         0.9860         0.9862
     588         921188         5.8750         0.9875         0.9879
     589         927136         5.8850         0.9905         0.9898
     590         930274         5.8950         0.9905         0.9906
     591         933658         5.9050         0.9907         0.9912
     592         938874         5.9150         0.9929         0.9924
     593         942592         5.9250         0.9935         0.9938
     594         946534         5.9350         0.9943         0.9938
     595         949302         5.9450         0.9938         0.9948
     596         955006         5.9550         0.9964         0.9954
     597         956728         5.9650         0.9949         0.9951
     598         959434         5.9750         0.9944         0.9951
     599         965364         5.9850         0.9972         0.9963
     600         968466         5.9950         0.9970         0.9975
     601         972724         6.0050         0.9981         0.9981
     602         977054         6.0150         0.9992         0.9993
     603         980668         6.0250         0.9996         0.9987
     604         981808         6.0350         0.9974         0.9989
     605         988390         6.0450         1.0008         0.9995
     606         990928         6.0550         1.0001         1.0007
     607         994778         6.0650         1.0006         1.0004
     608         998348         6.0750         1.0009         1.0012
     609        1002746         6.0850         1.0020         1.0018
     610        1005594         6.0950         1.0016         1.0014
     611        1007338         6.1050         1.0000         1.0004
     612        1010660         6.1150         1.0000         0.9994
     613        1013508         6.1250         0.9996         1.0009
     614        1021352         6.1350         1.0040         1.0027
     615        1024666         6.1450         1.0040         1.0050
     616        1029538         6.1550         1.0055         1.0042
     617        1030074         6.1650         1.0028         1.0045
     618        1036368         6.1750         1.0057         1.0041
     619        1037502         6.1850         1.0035         1.0044
     620        1041558         6.1950         1.0042         1.0042
     621        1045904         6.2050         1.0051         1.0044
     622        1047780         6.2150         1.0037         1.0045
     623        1053228         6.2250         1.0057         1.0056
     624        1057862         6.2350         1.0068         1.0059
     625        1057840         6.2450         1.0036         1.0044
     626        1060910         6.2550         1.0033         1.0030
     627        1064840         6.2650         1.0038         1.0044
     628        1070912         6.2750         1.0063         1.0054
     629        1073216         6.2850         1.0053         1.0060
     630        1077014         6.2950         1.0056         1.0046
     631        1078056         6.3050         1.0034         1.0050
     632        1085040         6.3150         1.0067         1.0051
     633        1086414         6.3250         1.0048         1.0059
     634        1090372         6.3350         1.0053         1.0043
     635        1091854         6.3450         1.0035         1.0047
     636        1098420         6.3550         1.0063         1.0056
     637        1101732         6.3650         1.0062         1.0061
