
     ######################################################################
   ##########################################################################
  ###                                                                      ###
 ###            Tinker  ---  Software Tools for Molecular Design            ###
 ##                                                                          ##
 ##                      Version 8.10.2   February 2022                      ##
 ##                                                                          ##
 ##               Copyright (c)  Jay William Ponder  1990-2022               ##
 ###                           All Rights Reserved                          ###
  ###                                                                      ###
   ##########################################################################
     ######################################################################


 Number of Coordinate Frames :           401
 Number of Distance Bins :              2338

 Reading the Coordinates Archive File :

    Processing Coordinate Frame          100
    Processing Coordinate Frame          200
    Processing Coordinate Frame          300
    Processing Coordinate Frame          400
    Processing Coordinate Frame          401

 Pairwise Radial Distribution Function :

       First Name or Type :  76         Second Name or Type :  77    

     Bin         Counts       Distance       Raw g(r)    Smooth g(r)
      91              0         0.9050         0.0000         0.0000
      92              0         0.9150         0.0000         0.0000
      93              0         0.9250         0.0000         0.0000
      94              0         0.9350         0.0000         0.0000
      95              0         0.9450         0.0000         0.0000
      96              0         0.9550         0.0000         0.0000
      97              0         0.9650         0.0000         0.0000
      98              0         0.9750         0.0000         0.0000
      99              0         0.9850         0.0000         0.0000
     100              0         0.9950         0.0000         0.0000
     101              0         1.0050         0.0000         0.0000
     102              0         1.0150         0.0000         0.0000
     103              0         1.0250         0.0000         0.0000
     104              0         1.0350         0.0000         0.0000
     105              0         1.0450         0.0000         0.0000
     106              0         1.0550         0.0000         0.0000
     107              0         1.0650         0.0000         0.0000
     108              0         1.0750         0.0000         0.0000
     109              0         1.0850         0.0000         0.0000
     110              0         1.0950         0.0000         0.0000
     111              0         1.1050         0.0000         0.0000
     112              0         1.1150         0.0000         0.0000
     113              0         1.1250         0.0000         0.0000
     114              0         1.1350         0.0000         0.0000
     115              0         1.1450         0.0000         0.0000
     116              0         1.1550         0.0000         0.0000
     117              0         1.1650         0.0000         0.0000
     118              0         1.1750         0.0000         0.0000
     119              0         1.1850         0.0000         0.0000
     120              0         1.1950         0.0000         0.0000
     121              0         1.2050         0.0000         0.0000
     122              0         1.2150         0.0000         0.0000
     123              0         1.2250         0.0000         0.0000
     124              0         1.2350         0.0000         0.0000
     125              0         1.2450         0.0000         0.0000
     126              0         1.2550         0.0000         0.0000
     127              0         1.2650         0.0000         0.0000
     128              0         1.2750         0.0000         0.0000
     129              0         1.2850         0.0000         0.0000
     130              0         1.2950         0.0000         0.0000
     131              0         1.3050         0.0000         0.0000
     132              0         1.3150         0.0000         0.0000
     133              0         1.3250         0.0000         0.0000
     134              1         1.3350         0.0000         0.0001
     135              3         1.3450         0.0001         0.0001
     136              2         1.3550         0.0001         0.0001
     137              7         1.3650         0.0003         0.0003
     138             18         1.3750         0.0007         0.0006
     139             27         1.3850         0.0010         0.0011
     140             52         1.3950         0.0020         0.0019
     141             90         1.4050         0.0034         0.0036
     142            160         1.4150         0.0059         0.0053
     143            204         1.4250         0.0074         0.0082
     144            354         1.4350         0.0127         0.0118
     145            485         1.4450         0.0172         0.0183
     146            786         1.4550         0.0275         0.0267
     147           1089         1.4650         0.0375         0.0375
     148           1489         1.4750         0.0506         0.0514
     149           2110         1.4850         0.0708         0.0698
     150           2812         1.4950         0.0931         0.0935
     151           3793         1.5050         0.1239         0.1256
     152           5127         1.5150         0.1653         0.1617
     153           6268         1.5250         0.1994         0.2025
     154           7965         1.5350         0.2502         0.2487
     155           9840         1.5450         0.3051         0.3052
     156          12063         1.5550         0.3692         0.3724
     157          14754         1.5650         0.4458         0.4393
     158          16781         1.5750         0.5006         0.5044
     159          19521         1.5850         0.5750         0.5769
     160          22912         1.5950         0.6665         0.6647
     161          26119         1.6050         0.7503         0.7474
     162          29008         1.6150         0.8230         0.8286
     163          32638         1.6250         0.9146         0.9097
     164          35769         1.6350         0.9902         0.9929
     165          39190         1.6450         1.0717         1.0729
     166          42565         1.6550         1.1500         1.1442
     167          45037         1.6650         1.2022         1.2091
     168          48260         1.6750         1.2729         1.2696
     169          50876         1.6850         1.3260         1.3247
     170          52977         1.6950         1.3645         1.3675
     171          55287         1.7050         1.4074         1.4051
     172          57211         1.7150         1.4394         1.4429
     173          59180         1.7250         1.4717         1.4664
     174          60009         1.7350         1.4752         1.4790
     175          61040         1.7450         1.4834         1.4829
     176          61818         1.7550         1.4852         1.4839
     177          62124         1.7650         1.4757         1.4777
     178          62380         1.7750         1.4652         1.4621
     179          62015         1.7850         1.4403         1.4448
     180          62007         1.7950         1.4241         1.4188
     181          61060         1.8050         1.3869         1.3912
     182          60589         1.8150         1.3611         1.3591
     183          59788         1.8250         1.3284         1.3283
     184          58861         1.8350         1.2936         1.2959
     185          58049         1.8450         1.2619         1.2571
     186          56341         1.8550         1.2116         1.2166
     187          55333         1.8650         1.1772         1.1751
     188          53927         1.8750         1.1351         1.1333
     189          52181         1.8850         1.0867         1.0912
     190          51200         1.8950         1.0551         1.0513
     191          49587         1.9050         1.0111         1.0127
     192          48059         1.9150         0.9698         0.9694
     193          46465         1.9250         0.9279         0.9278
     194          44884         1.9350         0.8871         0.8883
     195          43456         1.9450         0.8501         0.8471
     196          41595         1.9550         0.8054         0.8095
     197          40504         1.9650         0.7763         0.7726
     198          38903         1.9750         0.7381         0.7405
     199          37740         1.9850         0.7088         0.7077
     200          36437         1.9950         0.6775         0.6773
     201          35103         2.0050         0.6462         0.6470
     202          33994         2.0150         0.6196         0.6189
     203          32819         2.0250         0.5923         0.5928
     204          31693         2.0350         0.5663         0.5650
     205          30380         2.0450         0.5376         0.5398
     206          29504         2.0550         0.5170         0.5145
     207          28239         2.0650         0.4901         0.4926
     208          27432         2.0750         0.4715         0.4689
     209          26254         2.0850         0.4469         0.4494
     210          25651         2.0950         0.4325         0.4312
     211          24891         2.1050         0.4157         0.4162
     212          24135         2.1150         0.3993         0.3981
     213          23162         2.1250         0.3796         0.3813
     214          22600         2.1350         0.3669         0.3658
     215          21859         2.1450         0.3516         0.3516
     216          21163         2.1550         0.3372         0.3380
     217          20702         2.1650         0.3268         0.3257
     218          20129         2.1750         0.3149         0.3168
     219          19947         2.1850         0.3092         0.3067
     220          19187         2.1950         0.2947         0.2961
     221          18767         2.2050         0.2856         0.2863
     222          18531         2.2150         0.2795         0.2778
     223          17836         2.2250         0.2666         0.2675
     224          17327         2.2350         0.2567         0.2566
     225          16997         2.2450         0.2496         0.2500
     226          16890         2.2550         0.2458         0.2453
     227          16683         2.2650         0.2406         0.2407
     228          16421         2.2750         0.2348         0.2343
     229          16080         2.2850         0.2279         0.2288
     230          16021         2.2950         0.2251         0.2243
     231          15840         2.3050         0.2206         0.2212
     232          15809         2.3150         0.2183         0.2185
     233          15755         2.3250         0.2157         0.2138
     234          15303         2.3350         0.2077         0.2109
     235          15709         2.3450         0.2114         0.2085
     236          15516         2.3550         0.2070         0.2093
     237          15745         2.3650         0.2083         0.2060
     238          15391         2.3750         0.2019         0.2032
     239          15512         2.3850         0.2018         0.2029
     240          16024         2.3950         0.2067         0.2042
     241          15823         2.4050         0.2024         0.2041
     242          16077         2.4150         0.2040         0.2039
     243          16410         2.4250         0.2065         0.2059
     244          16532         2.4350         0.2063         0.2066
     245          16683         2.4450         0.2065         0.2064
     246          16887         2.4550         0.2073         0.2078
     247          17327         2.4650         0.2110         0.2109
     248          17749         2.4750         0.2144         0.2140
     249          18024         2.4850         0.2160         0.2164
     250          18463         2.4950         0.2195         0.2192
     251          18935         2.5050         0.2233         0.2235
     252          19562         2.5150         0.2289         0.2288
     253          20297         2.5250         0.2356         0.2359
     254          21116         2.5350         0.2432         0.2421
     255          21625         2.5450         0.2471         0.2482
     256          22476         2.5550         0.2548         0.2539
     257          23149         2.5650         0.2604         0.2608
     258          24048         2.5750         0.2684         0.2688
     259          25179         2.5850         0.2788         0.2781
     260          26086         2.5950         0.2867         0.2870
     261          27120         2.6050         0.2957         0.2957
     262          28249         2.6150         0.3057         0.3059
     263          29511         2.6250         0.3169         0.3167
     264          30739         2.6350         0.3276         0.3277
     265          32032         2.6450         0.3388         0.3389
     266          33434         2.6550         0.3510         0.3506
     267          34863         2.6650         0.3633         0.3644
     268          36659         2.6750         0.3791         0.3771
     269          37919         2.6850         0.3892         0.3915
     270          40062         2.6950         0.4082         0.4070
     271          41937         2.7050         0.4241         0.4245
     272          43774         2.7150         0.4395         0.4386
     273          45384         2.7250         0.4523         0.4533
     274          47576         2.7350         0.4707         0.4706
     275          49950         2.7450         0.4906         0.4898
     276          52133         2.7550         0.5083         0.5095
     277          54693         2.7650         0.5294         0.5275
     278          56724         2.7750         0.5451         0.5473
     279          59660         2.7850         0.5692         0.5677
     280          62331         2.7950         0.5904         0.5916
     281          65370         2.8050         0.6148         0.6134
     282          68003         2.8150         0.6351         0.6368
     283          71275         2.8250         0.6609         0.6590
     284          74071         2.8350         0.6820         0.6840
     285          77706         2.8450         0.7104         0.7092
     286          80999         2.8550         0.7354         0.7354
     287          84330         2.8650         0.7603         0.7609
     288          88052         2.8750         0.7883         0.7881
     289          91653         2.8850         0.8149         0.8143
     290          94959         2.8950         0.8384         0.8388
     291          98607         2.9050         0.8647         0.8654
     292         102824         2.9150         0.8955         0.8950
     293         106910         2.9250         0.9247         0.9240
     294         110766         2.9350         0.9515         0.9531
     295         115270         2.9450         0.9835         0.9824
     296         119131         2.9550         1.0096         1.0087
     297         122606         2.9650         1.0320         1.0339
     298         127174         2.9750         1.0633         1.0626
     299         131704         2.9850         1.0938         1.0937
     300         135986         2.9950         1.1219         1.1213
     301         140036         3.0050         1.1476         1.1491
     302         144669         3.0150         1.1777         1.1763
     303         148580         3.0250         1.2016         1.2017
     304         152467         3.0350         1.2249         1.2256
     305         156840         3.0450         1.2518         1.2516
     306         161113         3.0550         1.2775         1.2768
     307         164902         3.0650         1.2990         1.2994
     308         168822         3.0750         1.3212         1.3214
     309         172832         3.0850         1.3439         1.3437
     310         176674         3.0950         1.3649         1.3655
     311         180325         3.1050         1.3841         1.3821
     312         182789         3.1150         1.3940         1.3961
     313         186104         3.1250         1.4102         1.4092
     314         189165         3.1350         1.4243         1.4252
     315         192480         3.1450         1.4401         1.4392
     316         195148         3.1550         1.4508         1.4509
     317         197633         3.1650         1.4600         1.4604
     318         200292         3.1750         1.4703         1.4701
     319         202813         3.1850         1.4795         1.4799
     320         205233         3.1950         1.4878         1.4863
     321         206949         3.2050         1.4909         1.4943
     322         209840         3.2150         1.5023         1.4982
     323         210193         3.2250         1.4955         1.4965
     324         210938         3.2350         1.4916         1.4945
     325         213540         3.2450         1.5007         1.4976
     326         214660         3.2550         1.4993         1.5012
     327         216087         3.2650         1.5000         1.4977
     328         216411         3.2750         1.4931         1.4962
     329         218109         3.2850         1.4957         1.4933
     330         218523         3.2950         1.4894         1.4906
     331         219036         3.3050         1.4839         1.4824
     332         219055         3.3150         1.4751         1.4783
     333         220657         3.3250         1.4770         1.4735
     334         220398         3.3350         1.4664         1.4685
     335         220846         3.3450         1.4606         1.4595
     336         220845         3.3550         1.4519         1.4529
     337         221205         3.3650         1.4456         1.4447
     338         220996         3.3750         1.4357         1.4359
     339         221056         3.3850         1.4277         1.4291
     340         221929         3.3950         1.4249         1.4233
     341         221485         3.4050         1.4137         1.4127
     342         220420         3.4150         1.3986         1.4021
     343         221311         3.4250         1.3961         1.3925
     344         220438         3.4350         1.3825         1.3853
     345         220812         3.4450         1.3768         1.3745
     346         220207         3.4550         1.3651         1.3672
     347         220822         3.4650         1.3610         1.3610
     348         221018         3.4750         1.3544         1.3516
     349         219210         3.4850         1.3357         1.3380
     350         219146         3.4950         1.3276         1.3289
     351         220101         3.5050         1.3258         1.3233
     352         218847         3.5150         1.3108         1.3101
     353         216982         3.5250         1.2922         1.2950
     354         217401         3.5350         1.2874         1.2860
     355         217514         3.5450         1.2808         1.2814
     356         217561         3.5550         1.2739         1.2726
     357         216612         3.5650         1.2613         1.2626
     358         216292         3.5750         1.2524         1.2514
     359         215518         3.5850         1.2409         1.2414
     360         215133         3.5950         1.2318         1.2321
     361         214953         3.6050         1.2240         1.2233
     362         214235         3.6150         1.2131         1.2138
     363         213679         3.6250         1.2033         1.2023
     364         212643         3.6350         1.1909         1.1923
     365         212579         3.6450         1.1840         1.1832
     366         211954         3.6550         1.1741         1.1736
     367         211021         3.6650         1.1626         1.1641
     368         211036         3.6750         1.1563         1.1541
     369         209930         3.6850         1.1440         1.1465
     370         210446         3.6950         1.1406         1.1395
     371         209966         3.7050         1.1319         1.1303
     372         208323         3.7150         1.1170         1.1202
     373         208934         3.7250         1.1143         1.1117
     374         208274         3.7350         1.1048         1.1066
     375         208384         3.7450         1.0995         1.0977
     376         207470         3.7550         1.0889         1.0910
     377         207740         3.7650         1.0845         1.0824
     378         206750         3.7750         1.0736         1.0752
     379         206789         3.7850         1.0682         1.0674
     380         206551         3.7950         1.0613         1.0613
     381         206438         3.8050         1.0552         1.0558
     382         206935         3.8150         1.0522         1.0514
     383         206982         3.8250         1.0469         1.0475
     384         207317         3.8350         1.0431         1.0428
     385         207423         3.8450         1.0383         1.0389
     386         207516         3.8550         1.0333         1.0311
     387         206356         3.8650         1.0222         1.0262
     388         208008         3.8750         1.0251         1.0207
     389         207199         3.8850         1.0159         1.0200
     390         209051         3.8950         1.0197         1.0165
     391         208949         3.9050         1.0140         1.0161
     392         209989         3.9150         1.0138         1.0127
     393         210196         3.9250         1.0097         1.0100
     394         210449         3.9350         1.0058         1.0058
     395         210785         3.9450         1.0023         1.0020
     396         211232         3.9550         0.9993         0.9996
     397         212386         3.9650         0.9997         1.0004
     398         214051         3.9750         1.0025         1.0014
     399         214397         3.9850         0.9991         0.9991
     400         214366         3.9950         0.9939         0.9944
     401         214988         4.0050         0.9919         0.9923
     402         216141         4.0150         0.9922         0.9910
     403         216455         4.0250         0.9887         0.9904
     404         217724         4.0350         0.9896         0.9872
     405         217523         4.0450         0.9838         0.9870
     406         219612         4.0550         0.9884         0.9852
     407         219475         4.0650         0.9829         0.9848
     408         220812         4.0750         0.9840         0.9842
     409         222329         4.0850         0.9859         0.9842
     410         222229         4.0950         0.9807         0.9819
     411         223246         4.1050         0.9804         0.9808
     412         224881         4.1150         0.9828         0.9815
     413         225404         4.1250         0.9803         0.9813
     414         226438         4.1350         0.9800         0.9793
     415         226962         4.1450         0.9776         0.9776
     416         227800         4.1550         0.9764         0.9777
     417         229688         4.1650         0.9798         0.9777
     418         229813         4.1750         0.9757         0.9772
     419         231264         4.1850         0.9771         0.9771
     420         232937         4.1950         0.9795         0.9792
     421         233878         4.2050         0.9788         0.9781
     422         234053         4.2150         0.9749         0.9762
     423         235382         4.2250         0.9758         0.9753
     424         236184         4.2350         0.9745         0.9734
     425         236024         4.2450         0.9693         0.9711
     426         237615         4.2550         0.9712         0.9701
     427         238414         4.2650         0.9699         0.9698
     428         239020         4.2750         0.9678         0.9681
     429         240259         4.2850         0.9683         0.9691
     430         242300         4.2950         0.9720         0.9712
     431         243135         4.3050         0.9708         0.9697
     432         243007         4.3150         0.9658         0.9685
     433         245511         4.3250         0.9713         0.9693
     434         246482         4.3350         0.9706         0.9713
     435         247396         4.3450         0.9697         0.9692
     436         247766         4.3550         0.9667         0.9675
     437         248801         4.3650         0.9663         0.9653
     438         249340         4.3750         0.9640         0.9655
     439         251338         4.3850         0.9673         0.9659
     440         252074         4.3950         0.9657         0.9665
     441         252953         4.4050         0.9647         0.9638
     442         253134         4.4150         0.9610         0.9621
     443         254643         4.4250         0.9624         0.9623
     444         256146         4.4350         0.9637         0.9629
     445         256568         4.4450         0.9609         0.9614
     446         257437         4.4550         0.9599         0.9604
     447         258934         4.4650         0.9611         0.9604
     448         259567         4.4750         0.9592         0.9592
     449         260134         4.4850         0.9570         0.9572
     450         261317         4.4950         0.9571         0.9575
     451         263021         4.5050         0.9590         0.9580
     452         263902         4.5150         0.9580         0.9600
     453         265969         4.5250         0.9612         0.9579
     454         264852         4.5350         0.9530         0.9565
     455         266901         4.5450         0.9561         0.9538
     456         267222         4.5550         0.9531         0.9539
     457         268675         4.5650         0.9541         0.9555
     458         271652         4.5750         0.9604         0.9582
     459         271822         4.5850         0.9569         0.9577
     460         272098         4.5950         0.9537         0.9531
     461         272723         4.6050         0.9517         0.9542
     462         275866         4.6150         0.9585         0.9548
     463         275388         4.6250         0.9527         0.9557
     464         277541         4.6350         0.9560         0.9545
     465         278611         4.6450         0.9556         0.9561
     466         279902         4.6550         0.9559         0.9555
     467         280780         4.6650         0.9548         0.9549
     468         281909         4.6750         0.9545         0.9552
     469         283676         4.6850         0.9564         0.9551
     470         284124         4.6950         0.9538         0.9552
     471         285964         4.7050         0.9559         0.9551
     472         287142         4.7150         0.9558         0.9561
     473         288495         4.7250         0.9563         0.9560
     474         289772         4.7350         0.9564         0.9570
     475         291517         4.7450         0.9581         0.9574
     476         292294         4.7550         0.9567         0.9565
     477         293269         4.7650         0.9558         0.9575
     478         296055         4.7750         0.9609         0.9581
     479         296096         4.7850         0.9570         0.9594
     480         298642         4.7950         0.9612         0.9603
     481         300323         4.8050         0.9626         0.9622
     482         300983         4.8150         0.9607         0.9608
     483         301831         4.8250         0.9594         0.9601
     484         303751         4.8350         0.9615         0.9606
     485         305070         4.8450         0.9617         0.9631
     486         307566         4.8550         0.9656         0.9636
     487         307777         4.8650         0.9623         0.9638
     488         309707         4.8750         0.9644         0.9640
     489         311785         4.8850         0.9669         0.9671
     490         313940         4.8950         0.9696         0.9693
     491         315361         4.9050         0.9700         0.9698
     492         316379         4.9150         0.9692         0.9698
     493         318096         4.9250         0.9705         0.9698
     494         319314         4.9350         0.9702         0.9712
     495         321333         4.9450         0.9724         0.9708
     496         321800         4.9550         0.9699         0.9722
     497         324712         4.9650         0.9748         0.9728
     498         325304         4.9750         0.9726         0.9729
     499         326250         4.9850         0.9715         0.9730
     500         329315         4.9950         0.9767         0.9749
     501         330615         5.0050         0.9767         0.9789
     502         333636         5.0150         0.9817         0.9785
     503         333161         5.0250         0.9764         0.9801
     504         336648         5.0350         0.9827         0.9797
     505         336755         5.0450         0.9791         0.9804
     506         337973         5.0550         0.9788         0.9787
     507         339801         5.0650         0.9802         0.9798
     508         341850         5.0750         0.9822         0.9837
     509         345310         5.0850         0.9882         0.9856
     510         345373         5.0950         0.9846         0.9872
     511         348146         5.1050         0.9886         0.9868
     512         349100         5.1150         0.9874         0.9887
     513         351106         5.1250         0.9892         0.9879
     514         351882         5.1350         0.9875         0.9892
     515         354525         5.1450         0.9911         0.9895
     516         355374         5.1550         0.9896         0.9907
     517         357416         5.1650         0.9915         0.9909
     518         359136         5.1750         0.9924         0.9932
     519         361470         5.1850         0.9950         0.9936
     520         361991         5.1950         0.9926         0.9940
     521         364325         5.2050         0.9951         0.9946
     522         366137         5.2150         0.9963         0.9959
     523         367258         5.2250         0.9955         0.9958
     524         368964         5.2350         0.9963         0.9964
     525         371199         5.2450         0.9985         0.9989
     526         373565         5.2550         1.0011         0.9999
     527         374164         5.2650         0.9989         1.0000
     528         376348         5.2750         1.0009         1.0007
     529         378286         5.2850         1.0022         1.0013
     530         378964         5.2950         1.0002         1.0017
     531         381626         5.3050         1.0035         1.0021
     532         382980         5.3150         1.0032         1.0046
     533         385702         5.3250         1.0066         1.0051
     534         386484         5.3350         1.0048         1.0061
     535         388676         5.3450         1.0068         1.0062
     536         390084         5.3550         1.0066         1.0066
     537         391114         5.3650         1.0055         1.0061
     538         392576         5.3750         1.0056         1.0041
     539         392712         5.3850         1.0022         1.0046
     540         396391         5.3950         1.0078         1.0059
     541         397522         5.4050         1.0069         1.0074
     542         398957         5.4150         1.0069         1.0073
     543         401465         5.4250         1.0095         1.0094
     544         403607         5.4350         1.0111         1.0104
     545         404383         5.4450         1.0093         1.0104
     546         406315         5.4550         1.0104         1.0091
     547         406751         5.4650         1.0078         1.0094
     548         409430         5.4750         1.0108         1.0097
     549         410719         5.4850         1.0103         1.0107
     550         412124         5.4950         1.0100         1.0096
     551         413103         5.5050         1.0087         1.0093
     552         415260         5.5150         1.0103         1.0104
     553         417558         5.5250         1.0123         1.0116
     554         418811         5.5350         1.0116         1.0124
     555         420964         5.5450         1.0132         1.0126
     556         422100         5.5550         1.0122         1.0122
     557         422824         5.5650         1.0103         1.0105
     558         423884         5.5750         1.0092         1.0091
     559         425161         5.5850         1.0087         1.0088
     560         427112         5.5950         1.0097         1.0104
     561         429716         5.6050         1.0122         1.0104
     562         429397         5.6150         1.0079         1.0098
     563         431727         5.6250         1.0097         1.0085
     564         432544         5.6350         1.0080         1.0084
     565         433842         5.6450         1.0075         1.0079
     566         435917         5.6550         1.0087         1.0080
     567         437099         5.6650         1.0079         1.0087
     568         439169         5.6750         1.0091         1.0083
     569         439947         5.6850         1.0073         1.0080
     570         441460         5.6950         1.0073         1.0068
     571         442474         5.7050         1.0060         1.0067
     572         444175         5.7150         1.0064         1.0053
     573         444496         5.7250         1.0036         1.0046
     574         446726         5.7350         1.0051         1.0050
     575         448934         5.7450         1.0066         1.0061
     576         449707         5.7550         1.0048         1.0047
     577         450079         5.7650         1.0021         1.0026
     578         451583         5.7750         1.0020         1.0017
     579         453123         5.7850         1.0020         1.0023
     580         455151         5.7950         1.0030         1.0024
     581         456044         5.8050         1.0015         1.0017
     582         457045         5.8150         1.0002         1.0002
     583         458056         5.8250         0.9990         0.9991
     584         459282         5.8350         0.9982         0.9982
     585         460625         5.8450         0.9977         0.9981
     586         462390         5.8550         0.9981         0.9973
     587         462805         5.8650         0.9956         0.9968
     588         464684         5.8750         0.9963         0.9946
     589         464452         5.8850         0.9924         0.9947
     590         467882         5.8950         0.9963         0.9943
     591         468036         5.9050         0.9933         0.9945
     592         469321         5.9150         0.9927         0.9916
     593         469794         5.9250         0.9903         0.9923
     594         473449         5.9350         0.9946         0.9926
     595         473348         5.9450         0.9911         0.9918
     596         474162         5.9550         0.9895         0.9903
     597         476607         5.9650         0.9912         0.9897
     598         476829         5.9750         0.9884         0.9898
     599         479354         5.9850         0.9903         0.9893
     600         480524         5.9950         0.9894         0.9902
     601         482369         6.0050         0.9899         0.9890
     602         482675         6.0150         0.9872         0.9880
     603         484313         6.0250         0.9873         0.9871
     604         485871         6.0350         0.9872         0.9872
     605         487094         6.0450         0.9864         0.9863
     606         487977         6.0550         0.9849         0.9852
     607         489377         6.0650         0.9845         0.9841
     608         490375         6.0750         0.9833         0.9839
     609         492380         6.0850         0.9841         0.9835
     610         493182         6.0950         0.9824         0.9827
     611         494051         6.1050         0.9809         0.9803
     612         494809         6.1150         0.9792         0.9811
     613         498889         6.1250         0.9841         0.9818
     614         498645         6.1350         0.9804         0.9816
     615         499897         6.1450         0.9797         0.9795
     616         501267         6.1550         0.9792         0.9788
     617         502334         6.1650         0.9781         0.9786
     618         504967         6.1750         0.9800         0.9803
     619         507840         6.1850         0.9824         0.9808
     620         507736         6.1950         0.9790         0.9809
     621         510809         6.2050         0.9818         0.9807
     622         511717         6.2150         0.9804         0.9802
     623         511826         6.2250         0.9774         0.9781
     624         513752         6.2350         0.9780         0.9777
     625         515675         6.2450         0.9785         0.9784
     626         517317         6.2550         0.9785         0.9784
     627         519024         6.2650         0.9786         0.9792
     628         521761         6.2750         0.9806         0.9796
     629         522304         6.2850         0.9785         0.9789
     630         523696         6.2950         0.9780         0.9782
     631         526163         6.3050         0.9795         0.9793
     632         528227         6.3150         0.9802         0.9800
     633         529525         6.3250         0.9795         0.9792
     634         530678         6.3350         0.9785         0.9796
     635         534041         6.3450         0.9816         0.9804
     636         535412         6.3550         0.9811         0.9825
     637         538665         6.3650         0.9839         0.9820
     638         538358         6.3750         0.9803         0.9822
